sentence1,sentence2,label
Use of remote file copy to transfer tools between systems,Scheduled task creation to maintain persistence,0.0
Forensic analysis identified network sniffing to capture credentials transmitted in cleartext,Credential dumping from memory using Mimikatz-like tools,1.0
PowerShell scripts executed to run malicious commands,Use of remote services like RDP for internal network movement,0.0
Account enumeration to find valid user accounts,Data transfer through alternative protocols like DNS or ICMP,0.0
The malware performs disk wipe attacks targeting master boot records,Denial of service attacks against critical infrastructure,1.0
The malware performs fallback channels when primary communication is disrupted similar to known APT behaviors,Traffic signaling to activate dormant implants,1.0
Use of remote file copy to transfer tools between systems,Forensic analysis identified use of remote file copy to transfer tools between systems bypassing standard security measures,1.0
Extraction of passwords from browser storage locations,Exploitation of access token manipulation to elevate privileges,0.0
Command-line interface usage to run unauthorized commands,External remote services exploitation using brute force techniques,0.0
Security logs showed screen capture to record user activities and sensitive information as part of the attack chain,Email collection from mail servers and client applications,1.0
Investigation revealed data from cloud storage extracted using api access bypassing standard security measures,Data from local systems gathered using scripts,1.0
Evidence suggests exploitation of internal spearphishing with malicious links,Pass-the-hash attacks using stolen password hashes,1.0
Investigation revealed exploitation of public-facing applications with known vulnerabilities,Use of valid accounts obtained through credential stuffing attacks,1.0
The malware performs browser extensions added to maintain access through web browsers bypassing standard security measures,Bootkit installation to survive operating system reinstallation,1.0
The malware performs account manipulation by adding privileges to compromised accounts according to incident responders,Scheduled tasks added to maintain access after system reboots,1.0
The threat actor engaged in data encoding using custom algorithms to obfuscate communication,Fallback channels when primary communication is disrupted,1.0
The attack involved scheduled tasks added to maintain access after system reboots indicating sophisticated actors,BITS jobs created to maintain persistence and evade detection,1.0
Forensic analysis identified exploitation of setuid and setgid bits on executable files,Process injection to execute code in the context of another process,1.0
Defacement of websites to demonstrate compromise,Account enumeration to find valid user accounts,0.0
Forensic analysis identified port knocking techniques to hide open ports from scans,Indicator removal through log clearing and file deletion,1.0
Use of remote file copy to transfer tools between systems,Windows Management Instrumentation (WMI) for remote code execution,0.0
The malware performs domain fronting through trusted domains to hide traffic according to incident responders,Application layer protocol use for command channel,1.0
The attack involved powershell scripts executed to run malicious commands indicating sophisticated actors,Command-line interface usage to run unauthorized commands,1.0
Audio capture from compromised meeting room systems,The malware performs audio capture from compromised meeting room systems according to incident responders,1.0
Binary padding to avoid hash-based detection mechanisms,The threat actor engaged in binary padding to avoid hash-based detection mechanisms,1.0
The threat actor engaged in use of remote services like rdp for internal network movement which was previously unreported,Exploitation of Windows Admin Shares with valid credentials,1.0
The attack involved use of alternate data streams to hide data in ntfs file systems indicating sophisticated actors,Timestomping of files to hide modification times,1.0
Abuse of sudo privileges through configuration weaknesses,Use of alternate data streams to hide data in NTFS file systems,0.0
Evidence suggests exploitation of internal spearphishing with malicious links,Use of remote file copy to transfer tools between systems,1.0
The malware performs multi-stage channels using different protocols for each stage,Port knocking to hide open command and control channels,1.0
The malware performs exploitation of rootkits to hide implants and backdoors,Use of alternate data streams to hide data in NTFS file systems,1.0
Analysts observed query of registry to identify installed software and configurations,Application window discovery to identify running applications,1.0
Investigation revealed audio capture from compromised meeting room systems to achieve their objectives,Data from cloud storage extracted using API access,1.0
The attack involved exfiltration over command and control channel to reduce footprint to achieve their objectives,Exfiltration over physical medium like USB devices,1.0
The attack involved execution through module load to bypass application controls,PowerShell scripts executed to run malicious commands,1.0
Process injection to execute code in the context of another process,Firmware corruption to render systems inoperable,0.0
Audio capture from compromised meeting room systems,Use of web service APIs for command and control,0.0
Security logs showed traffic signaling to activate dormant implants to achieve their objectives,Application layer protocol use for command channel,1.0
The threat actor engaged in use of remote services like rdp for internal network movement which was previously unreported,Taint shared content with malicious payloads,1.0
The malware performs exploitation of access token manipulation to elevate privileges,Scheduled task manipulation to gain system-level privileges,1.0
The malware performs domain fronting through trusted domains to hide traffic according to incident responders,Fallback channels when primary communication is disrupted,1.0
Forensic analysis identified creation of new services configured to execute at system boot,Browser extensions added to maintain access through web browsers,1.0
Investigation revealed scheduled task creation to maintain persistence bypassing standard security measures,Execution through module load to bypass application controls,1.0
The attack involved registry run keys modification for automatic execution at startup,Bootkit installation to survive operating system reinstallation,1.0
Security logs showed denial of service attacks against critical infrastructure,Data encryption for ransom using sophisticated ransomware,1.0
Abuse of sudo privileges through configuration weaknesses,Domain fronting through trusted domains to hide traffic,0.0
Evidence suggests phishing emails with malicious attachments targeting organization employees as part of the attack chain,Supply chain compromise through third-party software providers,1.0
The malware performs defacement of websites to demonstrate compromise bypassing standard security measures,Data encryption for ransom using sophisticated ransomware,1.0
Security logs showed bits jobs created to maintain persistence and evade detection,Modification of startup folder with malicious executables,1.0
Analysts observed account manipulation by adding privileges to compromised accounts which was previously unreported,Bootkit installation to survive operating system reinstallation,1.0
Exploitation of vulnerable kernel drivers for privilege escalation,Pass-the-hash attacks using stolen password hashes,0.0
The malware performs multi-stage channels using different protocols for each stage,Application layer protocol use for command channel,1.0
Data from cloud storage extracted using API access,Investigation revealed data from cloud storage extracted using api access bypassing standard security measures,1.0
Disk wipe attacks targeting master boot records,Process injection to execute code in the context of another process,0.0
Exploitation of rootkits to hide implants and backdoors,Use of steganography to hide data in images or audio files,0.0
Security logs showed exploitation of shared webroot in web servers during the compromise,Exploitation of Windows Admin Shares with valid credentials,1.0
Spear phishing links embedded in tailored emails to specific employees,Multi-stage channels using different protocols for each stage,0.0
Investigation revealed browser extensions added to maintain access through web browsers,Modification of startup folder with malicious executables,1.0
The attack involved exploitation of access token manipulation to elevate privileges,DLL search order hijacking to execute with elevated privileges,1.0
Traffic signaling to activate dormant implants,Extraction of passwords from browser storage locations,0.0
Forensic analysis identified data destruction through secure deletion techniques during the compromise,Resource hijacking for cryptocurrency mining,1.0
The attack involved dynamic data exchange protocol exploitation in office documents to achieve their objectives,Scheduled task creation to maintain persistence,1.0
Firmware corruption to render systems inoperable,Windows Management Instrumentation (WMI) for remote code execution,0.0
The threat actor engaged in traffic signaling to start data exfiltration when safe,Exfiltration over physical medium like USB devices,1.0
Forensic analysis identified scheduled tasks added to maintain access after system reboots during the compromise,BITS jobs created to maintain persistence and evade detection,1.0
The malware performs browser extensions added to maintain access through web browsers bypassing standard security measures,Modification of startup folder with malicious executables,1.0
Evidence suggests encrypted data exfiltration using custom encryption schemes,Exfiltration over command and control channel to reduce footprint,1.0
Password spraying attacks using common passwords,Forensic analysis identified password spraying attacks using common passwords,1.0
Input capture through keylogging software,Spear phishing links embedded in tailored emails to specific employees,0.0
Data compressed before exfiltration to reduce transfer size,Data encoding using custom algorithms to obfuscate communication,0.0
The malware performs taint shared content with malicious payloads according to incident responders,Exploitation of shared webroot in web servers,1.0
Binary padding to avoid hash-based detection mechanisms,Resource hijacking for cryptocurrency mining,0.0
Scheduled task manipulation to gain system-level privileges,Firmware corruption to render systems inoperable,0.0
Use of remote services like RDP for internal network movement,Browser bookmark discovery to gather intelligence on interests,0.0
Denial of service attacks against critical infrastructure,Phishing emails with malicious attachments targeting organization employees,0.0
Bypass of user account control through known vulnerabilities,Analysts observed bypass of user account control through known vulnerabilities,1.0
The malware performs windows management instrumentation (wmi) for remote code execution similar to known APT behaviors,Scheduled task creation to maintain persistence,1.0
Data transfer through alternative protocols like DNS or ICMP,Password spraying attacks using common passwords,0.0
Use of remote services like RDP for internal network movement,Creation of new services configured to execute at system boot,0.0
Analysts observed query of registry to identify installed software and configurations,System service discovery to identify potential vulnerabilities,1.0
Manipulation of network traffic to disrupt operations,Credential dumping from memory using Mimikatz-like tools,0.0
Analysts observed data transfer through alternative protocols like dns or icmp,Exfiltration over physical medium like USB devices,1.0
Investigation revealed fallback channels when primary communication is disrupted during the compromise,Data encoding using custom algorithms to obfuscate communication,1.0
Exploitation of internal spearphishing with malicious links,Execution via API calls to evade detection mechanisms,0.0
Defacement of websites to demonstrate compromise,The malware performs defacement of websites to demonstrate compromise bypassing standard security measures,1.0
Forensic analysis identified system service discovery to identify potential vulnerabilities,Active scanning of internal networks to map infrastructure,1.0
Security logs showed manipulation of network traffic to disrupt operations,Defacement of websites to demonstrate compromise,1.0
Domain fronting through trusted domains to hide traffic,Bypass of user account control through known vulnerabilities,0.0
The attack involved unsecured credential storage exploitation in configuration files indicating sophisticated actors,Kerberoasting to extract service account credentials,1.0
The attack involved powershell scripts executed to run malicious commands indicating sophisticated actors,Execution via API calls to evade detection mechanisms,1.0
Execution via API calls to evade detection mechanisms,Disk wipe attacks targeting master boot records,0.0
Process injection to execute code in the context of another process,Indicator removal through log clearing and file deletion,0.0
Analysts observed hardware additions like usb devices planted in physical locations indicating sophisticated actors,External remote services exploitation using brute force techniques,1.0
Network sniffing to capture credentials transmitted in cleartext,Exploitation of setuid and setgid bits on executable files,0.0
Forensic analysis identified exfiltration over physical medium like usb devices similar to known APT behaviors,Scheduled transfer of data during off-hours to avoid detection,1.0
Forensic analysis identified port knocking techniques to hide open ports from scans,Use of alternate data streams to hide data in NTFS file systems,1.0
Browser extensions added to maintain access through web browsers,The attack involved browser extensions added to maintain access through web browsers,1.0
The malware performs domain fronting through trusted domains to hide traffic according to incident responders,Use of web service APIs for command and control,1.0
Forensic analysis identified use of remote file copy to transfer tools between systems bypassing standard security measures,Exploitation of Windows Admin Shares with valid credentials,1.0
Execution through module load to bypass application controls,Password spraying attacks using common passwords,0.0
The malware performs input capture through keylogging software,Automated collection of sensitive documents,1.0
Application window discovery to identify running applications,Exploitation of access token manipulation to elevate privileges,0.0
Investigation revealed data destruction through secure deletion techniques,Manipulation of network traffic to disrupt operations,1.0
Security logs showed denial of service attacks against critical infrastructure,Data destruction through secure deletion techniques,1.0
Evidence suggests query of registry to identify installed software and configurations,Network share discovery to locate accessible data repositories,1.0
The malware performs use of remote file copy to transfer tools between systems as part of the attack chain,Exploitation of internal spearphishing with malicious links,1.0
The attack involved external remote services exploitation using brute force techniques,Spear phishing links embedded in tailored emails to specific employees,1.0
Use of signed binary proxy execution through legitimate tools,Supply chain compromise through third-party software providers,0.0
Analysts observed data from local systems gathered using scripts,Audio capture from compromised meeting room systems,1.0
Scheduled tasks added to maintain access after system reboots,Use of web service APIs for command and control,0.0
Collection of data from removable media when connected,The threat actor engaged in collection of data from removable media when connected during the compromise,1.0
Scheduled task creation to maintain persistence,Binary padding to avoid hash-based detection mechanisms,0.0
Evidence suggests audio capture from compromised meeting room systems to achieve their objectives,Data from cloud storage extracted using API access,1.0
Indicator removal through log clearing and file deletion,DLL search order hijacking to execute with elevated privileges,0.0
Scheduled tasks added to maintain access after system reboots,Use of web service APIs for command and control,0.0
Network share discovery to locate accessible data repositories,Password spraying attacks using common passwords,0.0
Evidence suggests system service discovery to identify potential vulnerabilities as part of the attack chain,Network share discovery to locate accessible data repositories,1.0
Fallback channels when primary communication is disrupted,Modification of startup folder with malicious executables,0.0
Dynamic data exchange protocol exploitation in Office documents,Fallback channels when primary communication is disrupted,0.0
Data compressed before exfiltration to reduce transfer size,The malware performs data compressed before exfiltration to reduce transfer size,1.0
Scheduled task creation to maintain persistence,Investigation revealed scheduled task creation to maintain persistence bypassing standard security measures,1.0
Security logs showed kerberoasting to extract service account credentials bypassing standard security measures,Network sniffing to capture credentials transmitted in cleartext,1.0
The threat actor engaged in modification of startup folder with malicious executables indicating sophisticated actors,Bootkit installation to survive operating system reinstallation,1.0
Use of alternate authentication material like SSH keys,Network sniffing to capture credentials transmitted in cleartext,0.0
Phishing emails with malicious attachments targeting organization employees,Bypass of user account control through known vulnerabilities,0.0
Browser extensions added to maintain access through web browsers,Exploitation of setuid and setgid bits on executable files,0.0
Timestomping of files to hide modification times,Automated collection of sensitive documents,0.0
Port knocking techniques to hide open ports from scans,Network share discovery to locate accessible data repositories,0.0
Evidence suggests application window discovery to identify running applications,File and directory discovery to locate sensitive information,1.0
Evidence suggests timestomping of files to hide modification times during the compromise,Code signing certificates used to sign malicious executables,1.0
Security logs showed credential dumping from memory using mimikatz-like tools indicating sophisticated actors,Password spraying attacks using common passwords,1.0
Modification of startup folder with malicious executables,The threat actor engaged in modification of startup folder with malicious executables similar to known APT behaviors,1.0
Data encryption for ransom using sophisticated ransomware,Password spraying attacks using common passwords,0.0
The attack involved external remote services exploitation using brute force techniques,Supply chain compromise through third-party software providers,1.0
Analysts observed password spraying attacks using common passwords which was previously unreported,Unsecured credential storage exploitation in configuration files,1.0
Evidence suggests application window discovery to identify running applications,Network share discovery to locate accessible data repositories,1.0
Query of registry to identify installed software and configurations,Supply chain compromise through third-party software providers,0.0
Data encoding using custom algorithms to obfuscate communication,Evidence suggests data encoding using custom algorithms to obfuscate communication,1.0
Investigation revealed spear phishing links embedded in tailored emails to specific employees bypassing standard security measures,Exploitation of public-facing applications with known vulnerabilities,1.0
Exploitation of Windows Admin Shares with valid credentials,Creation of new services configured to execute at system boot,0.0
The threat actor engaged in binary padding to avoid hash-based detection mechanisms,Port knocking techniques to hide open ports from scans,1.0
The threat actor engaged in denial of service attacks against critical infrastructure similar to known APT behaviors,Data encryption for ransom using sophisticated ransomware,1.0
Registry run keys modification for automatic execution at startup,External remote services exploitation using brute force techniques,0.0
The attack involved unsecured credential storage exploitation in configuration files indicating sophisticated actors,Password spraying attacks using common passwords,1.0
Registry run keys modification for automatic execution at startup,Defacement of websites to demonstrate compromise,0.0
Credential dumping from memory using Mimikatz-like tools,The malware performs credential dumping from memory using mimikatz-like tools,1.0
Use of steganography to hide data in images or audio files,Port knocking to hide open command and control channels,0.0
Exploitation of vulnerable kernel drivers for privilege escalation,Port knocking to hide open command and control channels,0.0
Unsecured credential storage exploitation in configuration files,Security logs showed unsecured credential storage exploitation in configuration files,1.0
Drive-by compromise through browser vulnerabilities,Browser extensions added to maintain access through web browsers,0.0
The threat actor engaged in bootkit installation to survive operating system reinstallation during the compromise,Registry run keys modification for automatic execution at startup,1.0
External remote services exploitation using brute force techniques,Denial of service attacks against critical infrastructure,0.0
The threat actor engaged in denial of service attacks against critical infrastructure similar to known APT behaviors,Manipulation of network traffic to disrupt operations,1.0
Denial of service attacks against critical infrastructure,The threat actor engaged in denial of service attacks against critical infrastructure similar to known APT behaviors,1.0
Application window discovery to identify running applications,Exploitation of vulnerable kernel drivers for privilege escalation,0.0
Forensic analysis identified drive-by compromise through browser vulnerabilities as part of the attack chain,Hardware additions like USB devices planted in physical locations,1.0
Browser extensions added to maintain access through web browsers,Investigation revealed browser extensions added to maintain access through web browsers,1.0
The attack involved exploitation of access token manipulation to elevate privileges,Bypass of user account control through known vulnerabilities,1.0
Supply chain compromise through third-party software providers,Encrypted data exfiltration using custom encryption schemes,0.0
Security logs showed kerberoasting to extract service account credentials bypassing standard security measures,Extraction of passwords from browser storage locations,1.0
Evidence suggests taint shared content with malicious payloads,Use of remote file copy to transfer tools between systems,1.0
Investigation revealed dynamic data exchange protocol exploitation in office documents,PowerShell scripts executed to run malicious commands,1.0
Use of alternate data streams to hide data in NTFS file systems,Password spraying attacks using common passwords,0.0
Hardware additions like USB devices planted in physical locations,Timestomping of files to hide modification times,0.0
Security logs showed use of valid accounts obtained through credential stuffing attacks as part of the attack chain,Spear phishing links embedded in tailored emails to specific employees,1.0
The attack involved scheduled tasks added to maintain access after system reboots indicating sophisticated actors,Modification of startup folder with malicious executables,1.0
Timestomping of files to hide modification times,Pass-the-hash attacks using stolen password hashes,0.0
Encrypted data exfiltration using custom encryption schemes,The attack involved encrypted data exfiltration using custom encryption schemes,1.0
Evidence suggests dll search order hijacking to execute with elevated privileges during the compromise,Scheduled task manipulation to gain system-level privileges,1.0
The threat actor engaged in traffic signaling to activate dormant implants which was previously unreported,Use of web service APIs for command and control,1.0
Forensic analysis identified creation of new services configured to execute at system boot,BITS jobs created to maintain persistence and evade detection,1.0
Bootkit installation to survive operating system reinstallation,Defacement of websites to demonstrate compromise,0.0
Evidence suggests application layer protocol use for command channel as part of the attack chain,Multi-stage channels using different protocols for each stage,1.0
File and directory discovery to locate sensitive information,Credential dumping from memory using Mimikatz-like tools,0.0
Traffic signaling to activate dormant implants,Drive-by compromise through browser vulnerabilities,0.0
The attack involved exfiltration over physical medium like usb devices,Exfiltration over command and control channel to reduce footprint,1.0
Evidence suggests timestomping of files to hide modification times,Disabling security tools through registry modifications,1.0
Forensic analysis identified data transfer through alternative protocols like dns or icmp,Exfiltration over physical medium like USB devices,1.0
Investigation revealed account enumeration to find valid user accounts,Active scanning of internal networks to map infrastructure,1.0
The attack involved use of alternate data streams to hide data in ntfs file systems indicating sophisticated actors,Disabling security tools through registry modifications,1.0
The malware performs powershell scripts executed to run malicious commands,Command-line interface usage to run unauthorized commands,1.0
Disk wipe attacks targeting master boot records,Use of remote file copy to transfer tools between systems,0.0
The malware performs windows management instrumentation (wmi) for remote code execution similar to known APT behaviors,Use of signed binary proxy execution through legitimate tools,1.0
Input capture through keylogging software,Use of signed binary proxy execution through legitimate tools,0.0
The threat actor engaged in modification of startup folder with malicious executables similar to known APT behaviors,Browser extensions added to maintain access through web browsers,1.0
Port knocking techniques to hide open ports from scans,External remote services exploitation using brute force techniques,0.0
The attack involved dynamic data exchange protocol exploitation in office documents to achieve their objectives,Execution through module load to bypass application controls,1.0
The threat actor engaged in traffic signaling to start data exfiltration when safe,Scheduled transfer of data during off-hours to avoid detection,1.0
Creation of new services configured to execute at system boot,Kerberoasting to extract service account credentials,0.0
Dynamic data exchange protocol exploitation in Office documents,Resource hijacking for cryptocurrency mining,0.0
Data destruction through secure deletion techniques,Investigation revealed data destruction through secure deletion techniques,1.0
Analysts observed resource hijacking for cryptocurrency mining during the compromise,Disk wipe attacks targeting master boot records,1.0
Credential dumping from memory using Mimikatz-like tools,Evidence suggests credential dumping from memory using mimikatz-like tools,1.0
Drive-by compromise through browser vulnerabilities,Dynamic data exchange protocol exploitation in Office documents,0.0
Forensic analysis identified use of signed binary proxy execution through legitimate tools which was previously unreported,Execution via API calls to evade detection mechanisms,1.0
Exploitation of rootkits to hide implants and backdoors,Execution through module load to bypass application controls,0.0
PowerShell scripts executed to run malicious commands,Bypass of user account control through known vulnerabilities,0.0
Use of alternate data streams to hide data in NTFS file systems,Windows Management Instrumentation (WMI) for remote code execution,0.0
Investigation revealed application layer protocol use for command channel as part of the attack chain,Use of web service APIs for command and control,1.0
The malware performs windows management instrumentation (wmi) for remote code execution,Use of signed binary proxy execution through legitimate tools,1.0
Data compressed before exfiltration to reduce transfer size,The threat actor engaged in data compressed before exfiltration to reduce transfer size during the compromise,1.0
Multi-stage channels using different protocols for each stage,Investigation revealed multi-stage channels using different protocols for each stage,1.0
Credential dumping from memory using Mimikatz-like tools,PowerShell scripts executed to run malicious commands,0.0
Forensic analysis identified creation of new services configured to execute at system boot,Modification of startup folder with malicious executables,1.0
Email collection from mail servers and client applications,Bypass of user account control through known vulnerabilities,0.0
Investigation revealed application layer protocol use for command channel as part of the attack chain,Domain fronting through trusted domains to hide traffic,1.0
Security logs showed denial of service attacks against critical infrastructure,Resource hijacking for cryptocurrency mining,1.0
The threat actor engaged in denial of service attacks against critical infrastructure similar to known APT behaviors,Defacement of websites to demonstrate compromise,1.0
Manipulation of network traffic to disrupt operations,Port knocking techniques to hide open ports from scans,0.0
The threat actor engaged in data encoding using custom algorithms to obfuscate communication,Traffic signaling to activate dormant implants,1.0
Forensic analysis identified exploitation of setuid and setgid bits on executable files,Scheduled task manipulation to gain system-level privileges,1.0
The threat actor engaged in traffic signaling to start data exfiltration when safe,Use of steganography to hide data in images or audio files,1.0
Input capture through keylogging software,Bypass of user account control through known vulnerabilities,0.0
Active scanning of internal networks to map infrastructure,Data compressed before exfiltration to reduce transfer size,0.0
Investigation revealed exploitation of windows admin shares with valid credentials,Use of remote file copy to transfer tools between systems,1.0
Hardware additions like USB devices planted in physical locations,The malware performs hardware additions like usb devices planted in physical locations,1.0
Data compressed before exfiltration to reduce transfer size,Disk wipe attacks targeting master boot records,0.0
Spear phishing links embedded in tailored emails to specific employees,Creation of new services configured to execute at system boot,0.0
System service discovery to identify potential vulnerabilities,Denial of service attacks against critical infrastructure,0.0
Evidence suggests phishing emails with malicious attachments targeting organization employees as part of the attack chain,Exploitation of public-facing applications with known vulnerabilities,1.0
Evidence suggests timestomping of files to hide modification times,Exploitation of rootkits to hide implants and backdoors,1.0
Investigation revealed network sniffing to capture credentials transmitted in cleartext,Unsecured credential storage exploitation in configuration files,1.0
The threat actor engaged in file and directory discovery to locate sensitive information according to incident responders,Query of registry to identify installed software and configurations,1.0
Forensic analysis identified data from cloud storage extracted using api access,Automated collection of sensitive documents,1.0
Taint shared content with malicious payloads,Traffic signaling to start data exfiltration when safe,0.0
System service discovery to identify potential vulnerabilities,Exploitation of access token manipulation to elevate privileges,0.0
Supply chain compromise through third-party software providers,Code signing certificates used to sign malicious executables,0.0
The attack involved registry run keys modification for automatic execution at startup,Account manipulation by adding privileges to compromised accounts,1.0
Binary padding to avoid hash-based detection mechanisms,Execution via API calls to evade detection mechanisms,0.0
The malware performs input capture through keylogging software,Email collection from mail servers and client applications,1.0
Evidence suggests credential dumping from memory using mimikatz-like tools,Unsecured credential storage exploitation in configuration files,1.0
Evidence suggests query of registry to identify installed software and configurations,Account enumeration to find valid user accounts,1.0
Query of registry to identify installed software and configurations,Use of valid accounts obtained through credential stuffing attacks,0.0
Forensic analysis identified port knocking to hide open command and control channels,Use of web service APIs for command and control,1.0
The malware performs scheduled task manipulation to gain system-level privileges which was previously unreported,Exploitation of access token manipulation to elevate privileges,1.0
Exfiltration over physical medium like USB devices,Abuse of sudo privileges through configuration weaknesses,0.0
The threat actor engaged in query of registry to identify installed software and configurations bypassing standard security measures,Browser bookmark discovery to gather intelligence on interests,1.0
Process injection to execute code in the context of another process,Exploitation of shared webroot in web servers,0.0
The attack involved modification of startup folder with malicious executables bypassing standard security measures,Bootkit installation to survive operating system reinstallation,1.0
Evidence suggests scheduled task creation to maintain persistence similar to known APT behaviors,Dynamic data exchange protocol exploitation in Office documents,1.0
The threat actor engaged in dll search order hijacking to execute with elevated privileges,Exploitation of setuid and setgid bits on executable files,1.0
Exploitation of shared webroot in web servers,The attack involved exploitation of shared webroot in web servers,1.0
Unsecured credential storage exploitation in configuration files,Collection of data from removable media when connected,0.0
Collection of data from removable media when connected,Timestomping of files to hide modification times,0.0
The malware performs process injection to execute code in the context of another process to achieve their objectives,Exploitation of vulnerable kernel drivers for privilege escalation,1.0
Investigation revealed password spraying attacks using common passwords indicating sophisticated actors,Kerberoasting to extract service account credentials,1.0
Analysts observed port knocking to hide open command and control channels,Application layer protocol use for command channel,1.0
The malware performs system service discovery to identify potential vulnerabilities to achieve their objectives,Query of registry to identify installed software and configurations,1.0
Security logs showed kerberoasting to extract service account credentials bypassing standard security measures,Brute force attacks against authentication systems,1.0
Data transfer through alternative protocols like DNS or ICMP,Domain fronting through trusted domains to hide traffic,0.0
The malware performs drive-by compromise through browser vulnerabilities,Use of valid accounts obtained through credential stuffing attacks,1.0
Firmware corruption to render systems inoperable,Encrypted data exfiltration using custom encryption schemes,0.0
Investigation revealed exploitation of windows admin shares with valid credentials,Exploitation of shared webroot in web servers,1.0
Fallback channels when primary communication is disrupted,Data encryption for ransom using sophisticated ransomware,0.0
The malware performs data from local systems gathered using scripts which was previously unreported,Collection of data from removable media when connected,1.0
Evidence suggests bootkit installation to survive operating system reinstallation according to incident responders,Creation of new services configured to execute at system boot,1.0
The threat actor engaged in binary padding to avoid hash-based detection mechanisms as part of the attack chain,Port knocking techniques to hide open ports from scans,1.0
Security logs showed powershell scripts executed to run malicious commands,Execution via API calls to evade detection mechanisms,1.0
The malware performs exploitation of access token manipulation to elevate privileges,Bypass of user account control through known vulnerabilities,1.0
Resource hijacking for cryptocurrency mining,Data from cloud storage extracted using API access,0.0
Forensic analysis identified drive-by compromise through browser vulnerabilities as part of the attack chain,Use of valid accounts obtained through credential stuffing attacks,1.0
Account enumeration to find valid user accounts,Scheduled task creation to maintain persistence,0.0
Forensic analysis identified bootkit installation to survive operating system reinstallation,Registry run keys modification for automatic execution at startup,1.0
Forensic analysis identified password spraying attacks using common passwords,Credential dumping from memory using Mimikatz-like tools,1.0
The malware performs disk wipe attacks targeting master boot records similar to known APT behaviors,Firmware corruption to render systems inoperable,1.0
Taint shared content with malicious payloads,Use of signed binary proxy execution through legitimate tools,0.0
Port knocking to hide open command and control channels,Abuse of sudo privileges through configuration weaknesses,0.0
Evidence suggests scheduled transfer of data during off-hours to avoid detection as part of the attack chain,Data transfer through alternative protocols like DNS or ICMP,1.0
Abuse of sudo privileges through configuration weaknesses,Disabling security tools through registry modifications,0.0
Screen capture to record user activities and sensitive information,Pass-the-hash attacks using stolen password hashes,0.0
Investigation revealed extraction of passwords from browser storage locations,Password spraying attacks using common passwords,1.0
The malware performs defacement of websites to demonstrate compromise bypassing standard security measures,Denial of service attacks against critical infrastructure,1.0
The threat actor engaged in binary padding to avoid hash-based detection mechanisms as part of the attack chain,Indicator removal through log clearing and file deletion,1.0
Analysts observed data from cloud storage extracted using api access similar to known APT behaviors,Collection of data from removable media when connected,1.0
Use of signed binary proxy execution through legitimate tools,Use of web service APIs for command and control,0.0
Investigation revealed scheduled transfer of data during off-hours to avoid detection similar to known APT behaviors,Exfiltration over physical medium like USB devices,1.0
Forensic analysis identified account enumeration to find valid user accounts to achieve their objectives,Application window discovery to identify running applications,1.0
Domain fronting through trusted domains to hide traffic,Kerberoasting to extract service account credentials,0.0
Analysts observed hardware additions like usb devices planted in physical locations indicating sophisticated actors,Phishing emails with malicious attachments targeting organization employees,1.0
Exploitation of shared webroot in web servers,Analysts observed exploitation of shared webroot in web servers,1.0
Timestomping of files to hide modification times,The attack involved timestomping of files to hide modification times,1.0
Forensic analysis identified bootkit installation to survive operating system reinstallation,Modification of startup folder with malicious executables,1.0
Brute force attacks against authentication systems,Use of web service APIs for command and control,0.0
Data from local systems gathered using scripts,Exploitation of internal spearphishing with malicious links,0.0
Investigation revealed port knocking techniques to hide open ports from scans,Code signing certificates used to sign malicious executables,1.0
Security logs showed indicator removal through log clearing and file deletion to achieve their objectives,Use of alternate data streams to hide data in NTFS file systems,1.0
Encrypted data exfiltration using custom encryption schemes,Exploitation of internal spearphishing with malicious links,0.0
Forensic analysis identified port knocking to hide open command and control channels,Domain fronting through trusted domains to hide traffic,1.0
Analysts observed port knocking to hide open command and control channels,Data encoding using custom algorithms to obfuscate communication,1.0
The malware performs pass-the-hash attacks using stolen password hashes,Exploitation of Windows Admin Shares with valid credentials,1.0
Evidence suggests encrypted data exfiltration using custom encryption schemes,Traffic signaling to start data exfiltration when safe,1.0
Investigation revealed code signing certificates used to sign malicious executables similar to known APT behaviors,Binary padding to avoid hash-based detection mechanisms,1.0
The attack involved encrypted data exfiltration using custom encryption schemes,Traffic signaling to start data exfiltration when safe,1.0
Account manipulation by adding privileges to compromised accounts,Kerberoasting to extract service account credentials,0.0
Network sniffing to capture credentials transmitted in cleartext,Forensic analysis identified network sniffing to capture credentials transmitted in cleartext,1.0
The malware performs input capture through keylogging software,Data from cloud storage extracted using API access,1.0
Analysts observed firmware corruption to render systems inoperable,Data encryption for ransom using sophisticated ransomware,1.0
Evidence suggests brute force attacks against authentication systems bypassing standard security measures,Unsecured credential storage exploitation in configuration files,1.0
The malware performs use of signed binary proxy execution through legitimate tools,Command-line interface usage to run unauthorized commands,1.0
Scheduled transfer of data during off-hours to avoid detection,File and directory discovery to locate sensitive information,0.0
Scheduled task manipulation to gain system-level privileges,Exploitation of Windows Admin Shares with valid credentials,0.0
Automated collection of sensitive documents,Password spraying attacks using common passwords,0.0
Exploitation of public-facing applications with known vulnerabilities,Forensic analysis identified exploitation of public-facing applications with known vulnerabilities,1.0
Exploitation of Windows Admin Shares with valid credentials,Denial of service attacks against critical infrastructure,0.0
Kerberoasting to extract service account credentials,Data from cloud storage extracted using API access,0.0
